Rank,Final Taxonomy for Funguild,OTU ID ,taxonomy,Taxon,Taxon Level,Trophic Mode,Guild,Confidence Ranking,Growth Morphology,Trait,Notes,Citation/Source
284,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae",OTU342,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae,Chaetomiaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot,"Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926"
285,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU315,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
286,"Fungi,Ascomycota,unk",OTU312,k__Fungi;p__Ascomycota;unk,-,-,-,-,-,-,-,Unassigned,-
287,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Stagonospora_10056,unk",OTU320,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Stagonospora_10056;unk,Stagonospora,13,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
288,"Fungi,Ascomycota,Pezizomycetes,unk",OTU361,k__Fungi;p__Ascomycota;c__Pezizomycetes;unk,-,-,-,-,-,-,-,Unassigned,-
289,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU330,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
290,"Fungi,Zygomycota,dummy_class_Mortierellales,Mortierellales,Mortierellaceae,Mortierella_20345,Mortierella_alpina_170280",OTU1269,k__Fungi;p__Zygomycota;c__dummy_class_Mortierellales;o__Mortierellales;f__Mortierellaceae;g__Mortierella_20345;Mortierella_alpina_170280,Mortierellaceae,9,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074"
291,"Fungi,Ascomycota,Pezizomycetes,Pezizales,dummy_family_Oedocephalum,Oedocephalum_9138,unk",OTU295,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__dummy_family_Oedocephalum;g__Oedocephalum_9138;unk,-,-,-,-,-,-,-,Unassigned,-
292,"Fungi,Ascomycota",OTU318,k__Fungi;p__Ascomycota,-,-,-,-,-,-,-,Unassigned,-
293,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,Aspergillus_terreus_191719",OTU355,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus_7248;Aspergillus_terreus_191719,Aspergillus terreus,20,Pathotroph-Saprotroph,Animal Pathogen-Wood Saprotroph,Probable,Microfungus,Soft Rot fungus (Seehann et al. 1975),NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Laszlo I, Meyer W. 2015. Microbiology Australia 36:45-48; Laszlo I, et al. 2015. Medical Mycology 53:313-37"
294,"Fungi,unk",OTU306,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
295,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_8284,Fusarium_oxysporum_218372",OTU101,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium_8284;Fusarium_oxysporum_218372,Fusarium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph,Possible,Microfungus,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Schroers et al. 2016. Mycologia 108:806-819; http://www.apsnet.org/publications/commonnames/Pages/default.aspx; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]"
296,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus_18639,Thanatephorus_cucumeris_306777",OTU2328,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Thanatephorus_18639;Thanatephorus_cucumeris_306777,Thanatephorus,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
297,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae",OTU332,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae,Agaricaceae,9,Saprotroph,Undefined Saprotroph,Probable,Agaricoid-Gasteroid-Secotioid,NULL,Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
298,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk",OTU454,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Tulostoma_19339;unk,Tulostoma,13,Saprotroph,Soil Saprotroph,Probable,Gasteroid,NULL,Common name - stalked puffball,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688"
299,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk",OTU371,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium_953;unk,Chaetomium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot,"Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926"
300,"Fungi,Glomeromycota,Glomeromycetes",OTU2327,k__Fungi;p__Glomeromycota;c__Glomeromycetes,Glomeromycota,3,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
301,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae",OTU4088,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae,Leptosphaeriaceae,9,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Probable,Microfungus,NULL,Saprobic or weakly necrotrophic on stems or leaves (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
302,"Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium_16130,unk",OTU373,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium_16130;unk,Filobasidium,13,Saprotroph,Undefined Saprotroph,Highly Probable,Facultative Yeast,NULL,NULL,"Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego"
303,"Fungi,unk",OTU164,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
304,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae",OTU352,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae,Diatrypaceae,9,Pathotroph-Saprotroph,Plant Pathogen-Plant Saprotroph,Probable,Microfungus,NULL,Saprobes and (usually) weak parasites in wood and bark (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
305,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae",OTU341,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,Facultative Yeast-Microfungus,NULL,"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
306,"Fungi,Basidiomycota,Wallemiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium_801333,unk",OTU604,k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Geminibasidiales;f__Geminibasidiaceae;g__Geminibasidium_801333;unk,Geminibasidium,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
307,"Fungi,Ascomycota,unk",OTU319,k__Fungi;p__Ascomycota;unk,-,-,-,-,-,-,-,Unassigned,-
308,"Fungi,Ascomycota,Dothideomycetes",OTU381,k__Fungi;p__Ascomycota;c__Dothideomycetes,-,-,-,-,-,-,-,Unassigned,-
309,"Fungi,unk",OTU353,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
310,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU507,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
311,"Fungi,unk",OTU280,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
312,"Fungi,Zygomycota,dummy_class_Mucorales,Mucorales,Rhizopodaceae,Rhizopus_20487,Rhizopus_microsporus_177331",OTU44,k__Fungi;p__Zygomycota;c__dummy_class_Mucorales;o__Mucorales;f__Rhizopodaceae;g__Rhizopus_20487;Rhizopus_microsporus_177331,Mucorales,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL,NULL,"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
313,"Fungi,Ascomycota,Dothideomycetes",OTU481,k__Fungi;p__Ascomycota;c__Dothideomycetes,-,-,-,-,-,-,-,Unassigned,-
314,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae",OTU257,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae,Chaetomiaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot,"Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926"
315,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae",OTU467,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
316,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk",OTU2456,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus_20244;unk,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
317,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,Rhizophagus_irregularis_542923",OTU347,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus_20482;g__Rhizophagus_irregularis_542923,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
318,"Fungi,unk",OTU326,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
319,"Fungi,Ascomycota,Eurotiomycetes",OTU335,k__Fungi;p__Ascomycota;c__Eurotiomycetes,-,-,-,-,-,-,-,Unassigned,-
320,"Fungi,unk",OTU468,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
321,"Fungi,Ascomycota",OTU511,k__Fungi;p__Ascomycota,-,-,-,-,-,-,-,Unassigned,-
322,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU338,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
323,"Fungi,unk",OTU525,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
324,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU502,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
325,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk",OTU563,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus_20482;unk,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
326,"Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unk",OTU523,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;unk,-,-,-,-,-,-,-,Unassigned,-
327,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk",OTU409,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus_20482;unk,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
328,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria_3951,unk",OTU349,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria_3951;unk,Phaeosphaeria,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
329,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae",OTU385,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,Facultative Yeast-Microfungus,NULL,"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
330,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia_815,unk",OTU374,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia_815;unk,Capronia,13,Symbiotroph,Endophyte,Highly Probable,Facultative Yeast,NULL,"Dark Septate Endophyte, known from plant roots.","Tedersoo L, et al. 2014. Science 346:1256688"
331,"Fungi,unk",OTU192,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
332,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk",OTU362,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus_20244;unk,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
333,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae",OTU1205,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae,Diatrypaceae,9,Pathotroph-Saprotroph,Plant Pathogen-Plant Saprotroph,Probable,Microfungus,NULL,Saprobes and (usually) weak parasites in wood and bark (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
334,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus_18639,unk",OTU364,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Thanatephorus_18639;unk,Thanatephorus,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
335,"Fungi,Ascomycota,Dothideomycetes,Dothideales,dummy_family_Celosporium,Celosporium_518301,unk",OTU419,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__dummy_family_Celosporium;g__Celosporium_518301;unk,Celosporium,13,Pathotroph,Plant Pathogen,Probable,Yeast,NULL,NULL,"Tsuneda A, et al. 2010. Botany 88:471-487"
336,"Fungi,Ascomycota,unk",OTU340,k__Fungi;p__Ascomycota;unk,-,-,-,-,-,-,-,Unassigned,-
337,"Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta_1209,unk",OTU416,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta_1209;unk,Coniochaeta,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Possible,Microfungus,NULL,NULL,"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Damm U, et al. 2010. Persoonia 24:60-80; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]"
338,"Fungi,Ascomycota,unk",OTU368,k__Fungi;p__Ascomycota;unk,-,-,-,-,-,-,-,Unassigned,-
339,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe_17357,unk",OTU336,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe_17357;unk,Conocybe,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
340,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae",OTU378,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
341,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora_4284,unk",OTU2725,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora_4284;unk,Podospora,13,Saprotroph-Symbiotroph,Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL,Endophyte detection method-culture (David et al. 2016),"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Tedersoo L, et al. 2014. Science 346:1256688; David AS, et al. 2016. Microbial Ecology 71:912-926; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 (as litter saprotroph)"
342,"Fungi,Ascomycota",OTU469,k__Fungi;p__Ascomycota,-,-,-,-,-,-,-,Unassigned,-
343,"Fungi,Ascomycota,Sordariomycetes,Xylariales",OTU505,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales,-,-,-,-,-,-,-,Unassigned,-
344,"Fungi,unk",OTU366,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,-,-,-,-,-,-,-,Unassigned,-
345,"Fungi,Ascomycota,Dothideomycetes",OTU250,k__Fungi;p__Ascomycota;c__Dothideomycetes,-,-,-,-,-,-,-,Unassigned,-
346,"Fungi,Ascomycota,dummy_class_Acrophialophora,dummy_order_Acrophialophora,dummy_family_Acrophialophora,Acrophialophora_7037,Acrophialophora_fusispora_308237",OTU131,k__Fungi;p__Ascomycota;c__dummy_class_Acrophialophora;o__dummy_order_Acrophialophora;f__dummy_family_Acrophialophora;g__Acrophialophora_7037;Acrophialophora_fusispora_308237,Acrophialophora,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,http://www.apsnet.org/publications/commonnames/Pages/default.aspx
347,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris_7375,unk",OTU392,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris_7375;unk,Bipolaris,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
